type	study.study_id	sample.sample_id	file_name	file_type	file_size	md5sum	experimental_strategy_and_data_subtypes	entityid	file_description	file_url_in_cds	submission_version	checksum_value	checksum_algorithm	crdc_id	file_mapping_level	release_datetime	is_supplementary_file
file	phs002371	HTA9_27_22	0000265770_S1_R2_001.fastq.gz	FASTQ	6071072710	3490397151b6e75aa798e397e909f217	WXS; RNA-Seq	syn68527423									
file	phs002371	HTA9_27_21	0000303169_S1_R1_001.fastq.gz	FASTQ	5813919946	8522e1fde70516357f38f4577e1bd5ff	WXS; RNA-Seq	syn68527427									
file	phs002371	HTA9_30_1	0000320079_S1_R2_001.fastq.gz	FASTQ	4007555718	d1368fcec559133d5a2bf4ac2110fe88	WXS; RNA-Seq	syn68527463									
file	phs002371	HTA9_34_4	0000320245_S1_R1_001.fastq.gz	FASTQ	5648322967	4ba64faf79609927cad67fbd5701bf56	WXS; RNA-Seq	syn68527506									
file	phs002371	HTA9_32_1	0000321912_S1_R1_001.fastq.gz	FASTQ	4702840442	bec44530fc92aeb6eee9e6c3a1f5fdb7	WXS; RNA-Seq	syn68527534									
file	phs002371	HTA9_32_1	0000321912_S1_R2_001.fastq.gz	FASTQ	4757388854	4ff4546e9a75c833ba09edbb2b9e8c34	WXS; RNA-Seq	syn68527540									
file	phs002371	HTA9_25_20	0000321972_S1_R1_001.fastq.gz	FASTQ	6174330344	f9605122fafed56e6ccfdd9e22b3d97f	WXS; RNA-Seq	syn68527551									
file	phs002371	HTA9_25_20	0000321972_S1_R2_001.fastq.gz	FASTQ	6266330747	2902a2d8aad0184678ab25d6e6549b25	WXS; RNA-Seq	syn68527562									
file	phs002371	HTA9_26_21	0000340456_S1_R1_001.fastq.gz	FASTQ	7787220225	0837a08f1043879de0f06e4aeaf40107	WXS; RNA-Seq	syn68527678									
file	phs002371	HTA9_38_1	0000340463_S2_R2_001.fastq.gz	FASTQ	3855395062	96cc9f65e32a61d7f068172523109911	WXS; RNA-Seq	syn68527726									
file	phs002371	HTA9_40_2	0000340469_S1_R1_001.fastq.gz	FASTQ	4423994805	e1e310c50a77dfb83d29cfe103c777c7	WXS; RNA-Seq	syn68527742									
file	phs002371	HTA9_40_2	0000340469_S1_R2_001.fastq.gz	FASTQ	4501887134	e250e52d5aba542e618fafad1b7acee2	WXS; RNA-Seq	syn68527763									
file	phs002371	HTA9_36_1	0000346152_S1_R2_001.fastq.gz	FASTQ	4356259081	dd837177e25b59204a859e2e6842d284	WXS; RNA-Seq	syn68527779									
file	phs002371	HTA9_41_1	0000366871_R1.fastq.gz	FASTQ	9745011604	11e9d124ddd5734a66dc39d3ba1167e4	WXS; RNA-Seq	syn68527808									
file	phs002371	HTA9_41_1	0000366871_R2.fastq.gz	FASTQ	9726628324	dcc0adf58eb07f93dffbfb34e2b70ede	WXS; RNA-Seq	syn68527842									
file	phs002371	HTA9_23_1	0000367988_R1.fastq.gz	FASTQ	4941818689	bfd88bc5a506ddd8ef8bb8c24ab9d827	WXS; RNA-Seq	syn68527844									
file	phs002371	HTA9_23_1	0000367988_R2.fastq.gz	FASTQ	4949883766	ec34cedb95cfa9b0a1b8a8523aef0df9	WXS; RNA-Seq	syn68527852									
file	phs002371	HTA9_16_41	0000368070_S1_R1_001.fastq.gz	FASTQ	5268434634	5d7fedd6eca8eb60bf792e5c3ac5770a	WXS; RNA-Seq	syn68527868									
file	phs002371	HTA9_16_41	0000368070_S1_R2_001.fastq.gz	FASTQ	5327774225	bc3fca123a16b15b3c8c883d8c4d9d66	WXS; RNA-Seq	syn68527880									
file	phs002371	HTA9_16_45	0000368112_S1_R1_001.fastq.gz	FASTQ	5385924446	2359616beca57d545a0d3c3f45a2522c	WXS; RNA-Seq	syn68527899									
file	phs002371	HTA9_42_3	0000382610_R1.fastq.gz	FASTQ	6731871035	cebea255d62599c8c501e4aa2e7e67ee	WXS; RNA-Seq	syn68527948									
file	phs002371	HTA9_42_3	0000382610_R2.fastq.gz	FASTQ	6861201564	285df3de07891e72d1776528ae6a7542	WXS; RNA-Seq	syn68527977									
file	phs002371	HTA9_17_41	0000382748_S1_R1_001.fastq.gz	FASTQ	6375432342	ef974176e360abafe32e5388ffcc209c	WXS; RNA-Seq	syn68527999									
file	phs002371	HTA9_18_44	0000394763_S1_R1_001.fastq.gz	FASTQ	4655532928	0c52cecd6f8a9ca7d22f8aa64fa7c460	WXS; RNA-Seq	syn68528045									
file	phs002371	HTA9_24_41	0000399183_R1.fastq.gz	FASTQ	5400099950	9a1776d9b4b3f80ca536ee9fea77599d	WXS; RNA-Seq	syn68528076									
file	phs002371	HTA9_24_41	0000399183_R2.fastq.gz	FASTQ	5603678760	66a3e58d9460014cbe958c320447c2da	WXS; RNA-Seq	syn68528084									
file	phs002371	HTA9_23_2	0000424110_R1.fastq.gz	FASTQ	5480634399	10361293b3315578e7dc8efbabbc9535	WXS; RNA-Seq	syn68528152									
file	phs002371	HTA9_14_92	0000424126_R2.fastq.gz	FASTQ	5760616427	dd39b422642615d2885271afe62dc320	WXS; RNA-Seq	syn68528186									
file	phs002371	HTA9_24_2	0000434093_R2.fastq.gz	FASTQ	7543454973	1d572643e6cb8cedf0aa1f507748576a	WXS; RNA-Seq	syn68528215									
file	phs002371	HTA9_44_3	0000434105_R1.fastq.gz	FASTQ	5412002331	0d47e7ba10e53f89208f23232bb246c7	WXS; RNA-Seq	syn68528226									
file	phs002371	HTA9_44_3	0000434105_R2.fastq.gz	FASTQ	5439058267	93e80f72285d87865cb4733c18d28444	WXS; RNA-Seq	syn68528233									
file	phs002371	HTA9_44_1	0000434568_R2.fastq.gz	FASTQ	4745589910	9cb8b257e6dd1631e71e281ad382afbb	WXS; RNA-Seq	syn68528251									
file	phs002371	HTA9_29_31	0000446970_R1.fastq.gz	FASTQ	8823748773	f7edf378d6add1510d4015b6076a98d3	WXS; RNA-Seq	syn68528267									
file	phs002371	HTA9_29_31	0000446970_R2.fastq.gz	FASTQ	9001434485	1f7be9b31a4c0992586de8632bda5b8a	WXS; RNA-Seq	syn68528276									
file	phs002371	HTA9_45_1	0000447063_R1.fastq.gz	FASTQ	3862996594	7273c92e5974cafad0dd5c226067403c	WXS; RNA-Seq	syn68528289									
file	phs002371	HTA9_45_1	0000447063_R2.fastq.gz	FASTQ	3935378985	a81e9ed7574d037b3e00fae84784bd16	WXS; RNA-Seq	syn68528292									
file	phs002371	HTA9_45_2	0000447194_R1.fastq.gz	FASTQ	4402308785	fb665c66d47c4f7344590d43e83c62b1	WXS; RNA-Seq	syn68528301									
file	phs002371	HTA9_27_22	0000265770.bam	BAM	9545215127	025d0523c3683d68aa790e86be7e9596	WXS; RNA-Seq	syn68528327									
file	phs002371	HTA9_27_21	0000303169.bam	BAM	9489783369	e8a57749649a27648087c8b60362e5fc	WXS; RNA-Seq	syn68528340									
file	phs002371	HTA9_32_2	0000319997.bam	BAM	10002160028	56adcf0501af847a08a8e966b701c6cc	WXS; RNA-Seq	syn68528355									
